school_year,district_id,LEA,school_id,school_number,School,core_code,course_section,grade_level,Student enrollment
2015,279,Carbon,293,704,Carbon High School,35020000007,21221,9,16
2015,279,Carbon,293,704,Carbon High School,35020000007,21222,9,17
2015,279,Carbon,293,704,Carbon High School,35020000030,87021,9,7
2015,300,Daggett,306,704,Manila High School,32020000240,21201,9,12
2015,300,Daggett,306,704,Manila High School,32020000240,21202,9,12
2015,308,Davis,359,402,Fairfield Jr. High School,32020000240,851840200001,9,36
2015,308,Davis,359,402,Fairfield Jr. High School,32020000240,851840200002,9,38
2015,308,Davis,359,402,Fairfield Jr. High School,32020000240,851840200003,9,36
2015,308,Davis,359,402,Fairfield Jr. High School,32020000240,851840200004,9,35
2015,308,Davis,359,402,Fairfield Jr. High School,32020000240,851840200005,9,36
2015,308,Davis,360,404,Bountiful Jr. High School,32020000240,851840400001,9,37
2015,308,Davis,360,404,Bountiful Jr. High School,32020000240,851840400002,9,28
2015,308,Davis,360,404,Bountiful Jr. High School,32020000240,851840400003,9,33
2015,308,Davis,360,404,Bountiful Jr. High School,32020000240,851840400005,9,27
2015,308,Davis,361,406,Centerville Jr. High School,32020000240,851840600001,9,34
2015,308,Davis,361,406,Centerville Jr. High School,32020000240,851840600002,9,29
2015,308,Davis,361,406,Centerville Jr. High School,32020000240,851840600003,9,36
2015,308,Davis,361,406,Centerville Jr. High School,32020000240,851840600004,9,35
2015,308,Davis,362,408,Central Davis Jr. High School,32020000240,851840800001,9,34
2015,308,Davis,362,408,Central Davis Jr. High School,32020000240,851840800002,9,35
2015,308,Davis,362,408,Central Davis Jr. High School,32020000240,851840800003,9,35
2015,308,Davis,362,408,Central Davis Jr. High School,32020000240,851840800004,9,34
2015,308,Davis,362,408,Central Davis Jr. High School,32020000240,851840800005,9,35
2015,308,Davis,362,408,Central Davis Jr. High School,32020000240,851840800006,9,35
2015,308,Davis,362,408,Central Davis Jr. High School,32020000240,851840800007,9,37
2015,308,Davis,363,409,Farmington Jr. High School,32020000240,851840900001,9,27
2015,308,Davis,363,409,Farmington Jr. High School,32020000240,851840900002,9,30
2015,308,Davis,363,409,Farmington Jr. High School,32020000240,851840900004,9,32
2015,308,Davis,363,409,Farmington Jr. High School,32020000240,851840900005,9,31
2015,308,Davis,363,409,Farmington Jr. High School,32020000240,851840900006,9,29
2015,308,Davis,363,409,Farmington Jr. High School,32020000240,851840900007,9,31
2015,308,Davis,363,409,Farmington Jr. High School,32020000240,851840900008,9,32
2015,308,Davis,364,410,Kaysville Jr. High School,32020000240,851841000001,9,28
2015,308,Davis,364,410,Kaysville Jr. High School,32020000240,851841000003,9,30
2015,308,Davis,364,410,Kaysville Jr. High School,32020000240,851841000004,9,31
2015,308,Davis,364,410,Kaysville Jr. High School,32020000240,851841000005,9,29
2015,308,Davis,364,410,Kaysville Jr. High School,32020000240,851841000006,9,30
2015,308,Davis,365,411,Millcreek Jr. High School,32020000240,851841100001,9,33
2015,308,Davis,365,411,Millcreek Jr. High School,32020000240,851841100006,9,34
2015,308,Davis,365,411,Millcreek Jr. High School,32020000240,851841100007,9,34
2015,308,Davis,365,411,Millcreek Jr. High School,32020000240,851841100008,9,32
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200001,9,33
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200002,9,11
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200003,9,28
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200004,9,24
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200005,9,38
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200006,9,34
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200007,9,21
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200008,9,13
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200009,9,25
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200010,9,35
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200011,9,22
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200012,9,20
2015,308,Davis,366,412,No. Davis Jr. High School,32020000240,851841200013,9,21
2015,308,Davis,367,413,Mueller Park Jr. High School,32020000240,851841300001,9,36
2015,308,Davis,367,413,Mueller Park Jr. High School,32020000240,851841300002,9,35
2015,308,Davis,367,413,Mueller Park Jr. High School,32020000240,851841300003,9,32
2015,308,Davis,367,413,Mueller Park Jr. High School,32020000240,851841300004,9,35
2015,308,Davis,368,414,No. Layton Jr. High School,32020000240,851841400001,9,36
2015,308,Davis,368,414,No. Layton Jr. High School,32020000240,851841400002,9,35
2015,308,Davis,368,414,No. Layton Jr. High School,32020000240,851841400003,9,40
2015,308,Davis,368,414,No. Layton Jr. High School,32020000240,851841400004,9,33
2015,308,Davis,368,414,No. Layton Jr. High School,32020000240,851841400005,9,35
2015,308,Davis,368,414,No. Layton Jr. High School,32020000240,851841400006,9,38
2015,308,Davis,369,416,South Davis Jr. High School,32020000240,851841600001,9,31
2015,308,Davis,369,416,South Davis Jr. High School,32020000240,851841600002,9,36
2015,308,Davis,369,416,South Davis Jr. High School,32020000240,851841600003,9,37
2015,308,Davis,369,416,South Davis Jr. High School,32020000240,851841600004,9,36
2015,308,Davis,369,416,South Davis Jr. High School,32020000240,851841600005,9,38
2015,308,Davis,369,416,South Davis Jr. High School,32020000240,851841600006,9,37
2015,308,Davis,369,416,South Davis Jr. High School,32020000240,851841600007,9,37
2015,308,Davis,369,416,South Davis Jr. High School,32020000240,851883500001,9,1
2015,308,Davis,369,416,South Davis Jr. High School,32020000240,851883500002,9,1
2015,308,Davis,370,418,Sunset Jr. High School,32020000240,851841800001,9,38
2015,308,Davis,370,418,Sunset Jr. High School,32020000240,851841800002,9,32
2015,308,Davis,370,418,Sunset Jr. High School,32020000240,851841800003,9,34
2015,308,Davis,370,418,Sunset Jr. High School,32020000240,851841800004,9,34
2015,308,Davis,370,418,Sunset Jr. High School,32020000240,851841800005,9,25
2015,308,Davis,370,418,Sunset Jr. High School,32020000240,851841800006,9,37
2015,308,Davis,370,418,Sunset Jr. High School,32020000240,851841800007,9,29
2015,308,Davis,370,418,Sunset Jr. High School,32020000240,851841800008,9,29
2015,308,Davis,370,418,Sunset Jr. High School,32020000240,851841800009,9,29
2015,308,Davis,371,420,Syracuse Jr. High School,32020000240,851842000001,9,36
2015,308,Davis,371,420,Syracuse Jr. High School,32020000240,851842000002,9,37
2015,308,Davis,371,420,Syracuse Jr. High School,32020000240,851842000003,9,42
2015,308,Davis,371,420,Syracuse Jr. High School,32020000240,851842000004,9,40
2015,308,Davis,371,420,Syracuse Jr. High School,32020000240,851842000005,9,36
2015,308,Davis,371,420,Syracuse Jr. High School,32020000240,851842000006,9,36
2015,308,Davis,371,420,Syracuse Jr. High School,32020000240,851842000007,9,36
2015,308,Davis,65561,422,West Point Jr. High School,32020000240,851842200001,9,35
2015,308,Davis,65561,422,West Point Jr. High School,32020000240,851842200002,9,38
2015,308,Davis,65561,422,West Point Jr. High School,32020000240,851842200006,9,36
2015,308,Davis,65561,422,West Point Jr. High School,32020000240,851842200009,9,32
2015,308,Davis,65561,422,West Point Jr. High School,32020000240,851842200011,9,31
2015,308,Davis,65561,422,West Point Jr. High School,32020000240,851842200013,9,38
2015,308,Davis,65561,422,West Point Jr. High School,32020000240,851842200014,9,36
2015,308,Davis,186116,424,Legacy Jr. High School,32020000240,851842400001,9,40
2015,308,Davis,186116,424,Legacy Jr. High School,32020000240,851842400002,9,41
2015,308,Davis,186116,424,Legacy Jr. High School,32020000240,851842400003,9,41
2015,308,Davis,186116,424,Legacy Jr. High School,32020000240,851842400004,9,40
2015,308,Davis,186116,424,Legacy Jr. High School,32020000240,851842400005,9,40
2015,308,Davis,186244,426,Centennial Jr. High School,32020000240,851842600001,9,34
2015,308,Davis,186244,426,Centennial Jr. High School,32020000240,851842600003,9,32
2015,308,Davis,186244,426,Centennial Jr. High School,32020000240,851842600004,9,36
2015,308,Davis,186244,426,Centennial Jr. High School,32020000240,851842600005,9,32
2015,308,Davis,186244,426,Centennial Jr. High School,32020000240,851842600008,9,34
2015,308,Davis,186244,426,Centennial Jr. High School,32020000240,851842600009,9,35
2015,308,Davis,186244,426,Centennial Jr. High School,32020000240,851842600011,9,33
2015,308,Davis,186244,426,Centennial Jr. High School,32020000240,851842600012,9,35
2015,308,Davis,186244,426,Centennial Jr. High School,32020000240,851842600013,9,33
2015,308,Davis,186244,426,Centennial Jr. High School,32020000240,851842600017,9,34
2015,422,Duchesne,434,704,Altamont High School,32020000216,852271,9,3
2015,422,Duchesne,434,704,Altamont High School,32020000240,852071,9,8
2015,422,Duchesne,434,704,Altamont High School,32020000240,852072,9,9
2015,422,Duchesne,435,708,Duchesne High School,32020000240,852061,9,5
2015,422,Duchesne,435,708,Duchesne High School,32020000240,852062,9,11
2015,422,Duchesne,435,708,Duchesne High School,32020000240,852063,9,17
2015,422,Duchesne,437,714,Union High School,32020000150,85851,9,2
2015,422,Duchesne,437,714,Union High School,32020000150,85855,9,1
2015,422,Duchesne,437,714,Union High School,32020000240,852010,9,7
2015,422,Duchesne,437,714,Union High School,32020000240,852012,9,8
2015,422,Duchesne,437,714,Union High School,32020000240,852014,9,7
2015,422,Duchesne,437,714,Union High School,32020000240,852015,9,1
2015,422,Duchesne,437,714,Union High School,32020000240,852016,9,6
2015,422,Duchesne,437,714,Union High School,32020000240,852017,9,7
2015,422,Duchesne,437,714,Union High School,32020000240,852018,9,3
2015,422,Duchesne,437,714,Union High School,32020000240,852019,9,6
2015,422,Duchesne,437,714,Union High School,32020000240,852025,9,9
2015,422,Duchesne,437,714,Union High School,32020000240,85204,9,14
2015,422,Duchesne,437,714,Union High School,32020000240,85206,9,1
2015,422,Duchesne,437,714,Union High School,32020000240,85207,9,3
2015,422,Duchesne,437,714,Union High School,32020000240,85208,9,4
2015,422,Duchesne,437,714,Union High School,35020000007,85401,9,1
2015,422,Duchesne,437,714,Union High School,35020000007,854010,9,7
2015,422,Duchesne,437,714,Union High School,35020000007,85402,9,5
2015,442,Emery,451,404,Canyon View Jr. High School,32020000240,21201,9,22
